county,name,address,city,zip,joinedAddress,GMcoordinates
Marion,Fairview Elementary School,Po Box 39 100 School Street,Fairview,26570,"Po Box 39 100 School Street, Fairview, WV, 26570","-80.2470452, 39.5933829"
Marshall,Moundsville Middle School,223 Tomlinson Avenue ,Moundsville,26041,"223 Tomlinson Avenue , Moundsville, WV, 26041","-80.74544999999999, 39.92239199999999"
Marshall,Washington Lands Elementary School,Rr 4 Box 255 ,Moundsville,26041,"Rr 4 Box 255 , Moundsville, WV, 26041",
Marshall,Mcninch Primary School,2600 Fourth Street ,Moundsville,26041,"2600 Fourth Street , Moundsville, WV, 26041","-80.7222431, 39.9206454"
Marshall,John Marshall Adult Prep,John Marshall High School 1300 Wheeling Avenue,Glen Dale,26038,"John Marshall High School 1300 Wheeling Avenue, Glen Dale, WV, 26038","-80.7532632, 39.9416792"
Marshall,Glen Dale Elementary School,407 Seventh Street ,Glen Dale,26038,"407 Seventh Street , Glen Dale, WV, 26038","-80.7528797, 39.9475823"
Marshall,John Marshall High School,1300 Wheeling Avenue ,Glen Dale,26038,"1300 Wheeling Avenue , Glen Dale, WV, 26038","-80.7532632, 39.9416792"
Marshall,Cameron Elementary School,12 Church Street ,Cameron,26033,"12 Church Street , Cameron, WV, 26033","-80.5651907, 39.82610760000001"
Marshall,Sherrard Middle School,1000 Fairmont Pike ,Wheeling,26003,"1000 Fairmont Pike , Wheeling, WV, 26003","-80.6795751, 39.9968277"
Marshall,Hilltop Elementary School,2 Ram Drive ,Wheeling,26003,"2 Ram Drive , Wheeling, WV, 26003","-80.67522459999999, 39.9967406"
Marshall,Sand Hill Elementary School,Rr 1 Box 87 ,Dallas,26036,"Rr 1 Box 87 , Dallas, WV, 26036","-80.54940069999999, 39.9994074"
Marshall,Center Mcmechen Elementary School,800 Marshall Street ,Mcmechen,26040,"800 Marshall Street , Mcmechen, WV, 26040","-80.7282553, 39.989034"
Marshall,Gateway Achievement Center,21 Park Street ,Moundsville,26041,"21 Park Street , Moundsville, WV, 26041","-80.7363211, 39.9309101"
Marshall,Central Elementary School,750 Tomlinson Avenue ,Moundsville,26041,"750 Tomlinson Avenue , Moundsville, WV, 26041","-80.7451428, 39.91825499999999"
Marshall,Cameron High School,61 Maple Avenue ,Cameron,26033,"61 Maple Avenue , Cameron, WV, 26033","-80.55961219999999, 39.8225811"
Mason,Beale Elementary School,12897 Huntington Road,Gallipolis Ferry,25515,"12897 Huntington Road, Gallipolis Ferry, WV, 25515","-82.1973117, 38.7677634"
Mason,Wahama High School,P.o. Box 348 ,Mason,25260,"P.o. Box 348 , Mason, WV, 25260",
Mason,Hannan High School,15638 Ashton Upland Road ,Ashton,25503,"15638 Ashton Upland Road , Ashton, WV, 25503","-82.07308800000001, 38.567419"
Mason,Pt. Pleasant Primary,2200 Lincoln Ave ,Pt. Pleasant,0,"2200 Lincoln Ave , Pt. Pleasant, WV, 0","-82.130189, 38.863892"
Mason,Roosevelt Elementary School,Route 2 Box 841 ,Point Pleasant,25550,"Route 2 Box 841 , Point Pleasant, WV, 25550",
Mason,Leon Elementary School,138 Aylor Street ,Leon,25123,"138 Aylor Street , Leon, WV, 25123","-81.9572479, 38.7481123"
Mason,Mason County Career Center,281 Scenic Drive ,Point Pleasant,25550,"281 Scenic Drive , Point Pleasant, WV, 25550","-82.120972, 38.881619"
Mason,Point Pleasant Junior/Senior High School,Rt. 1 Box 4 ,Point Pleasant,25550,"Rt. 1 Box 4 , Point Pleasant, WV, 25550",
Mason,Pt. Pleasant Intermediate,1 Walden Way ,Pt. Pleasant,0,"1 Walden Way , Pt. Pleasant, WV, 0","-82.1275871, 38.87296"
Mason,Ashton Elementary School,4250 Ashton-Upland Road ,Ashton,25503,"4250 Ashton-Upland Road , Ashton, WV, 25503","-82.14643980000001, 38.6190022"
Mason,Mason County School For Success,758 Scenic Drive,Point Pleasant,25550,"758 Scenic Drive, Point Pleasant, WV, 25550","-82.11697699999999, 38.879924"
Mason,New Haven Elementary School,P.o. Box 989 ,New Haven,25265,"P.o. Box 989 , New Haven, WV, 25265","-81.9684821, 38.985761"
McDowell,River View High School,512 Mountaineer Highway ,Bradshaw,24817,"512 Mountaineer Highway , Bradshaw, WV, 24817","-81.8032638, 37.3579867"
McDowell,Southside K-8,Po Box 730 ,War,24892,"Po Box 730 , War, WV, 24892","-81.6740799, 37.304933"
McDowell,Kimball Elementary School,Box 308 Route #52,Kimball,24853,"Box 308 Route #52, Kimball, WV, 24853",
McDowell,Fall River Elementary School,Route 7 Drawer 70 ,Big Sandy,24816,"Route 7 Drawer 70 , Big Sandy, WV, 24816","-81.70411109999999, 37.45763890000001"
McDowell,Career And Technology Center,Drawer V ,Welch,24801,"Drawer V , Welch, WV, 24801",
McDowell,Anawalt Elementary School,Box 230 ,Anawalt,24808,"Box 230 , Anawalt, WV, 24808","-81.4365833, 37.3295833"
McDowell,Mount View High School,960 Mount View Road ,Welch,24801,"960 Mount View Road , Welch, WV, 24801","-81.5757711, 37.4387926"
McDowell,Sandy River Middle School,P.o. Box 419 ,Avondale,24811,"P.o. Box 419 , Avondale, WV, 24811","-81.78425469999999, 37.4130236"
McDowell,Welch Elementary School,1235 Stewart Street ,Welch,24801,"1235 Stewart Street , Welch, WV, 24801","-81.56412809999999, 37.4488145"
McDowell,Iaeger Elementary School,P.o. Box 359 Waters Street,Iaeger,24844,"P.o. Box 359 Waters Street, Iaeger, WV, 24844","-81.8213349, 37.466634"
McDowell,Bradshaw Elementary School,P.o. Box 40 ,Bradshaw,24817,"P.o. Box 40 , Bradshaw, WV, 24817","-81.7980489, 37.3507725"
McDowell,Phoenix Center,275 Virginia Avenue ,Welch,24801,"275 Virginia Avenue , Welch, WV, 24801","-81.5813805, 37.434714"
Mercer,Pikeview Middle School,3550 Eads Mill Road ,Princeton,24740,"3550 Eads Mill Road , Princeton, WV, 24740","-81.061092, 37.427192"
Mercer,Mercer Elementary School,1200 Mercer Street ,Princeton,24740,"1200 Mercer Street , Princeton, WV, 24740","-81.1001355, 37.3671685"
Mercer,Princeton Primary,219b Old Bluefield Road ,Princeton,24740,"219b Old Bluefield Road , Princeton, WV, 24740","-81.10179099999999, 37.354954"
Mercer,Melrose Elementary School,"Hc 71, Box 257 ",Princeton,24740,"Hc 71, Box 257 , Princeton, WV, 24740",
Mercer,Mercer County Early Learning Center,821 Broadway Street ,Princeton,24740,"821 Broadway Street , Princeton, WV, 24740","-81.0954184, 37.3788847"
Mercer,Glenwood School,1734 Glenwood Park Road ,Princeton,24740,"1734 Glenwood Park Road , Princeton, WV, 24740","-81.151944, 37.3373018"
Mercer,Pikeview High School,3566 Eads Mill Road ,Princeton,24740,"3566 Eads Mill Road , Princeton, WV, 24740","-81.0599572, 37.4286616"
Mercer,Sun Valley Elementary School,Po Box 10 ,Lerona,25971,"Po Box 10 , Lerona, WV, 25971",
Mercer,Brushfork Elementary School,Rt 4  Box 93 ,Bluefield,24701,"Rt 4  Box 93 , Bluefield, WV, 24701",
Mercer,Montcalm High School,5366 Simmons River Road,Rock,24747,"5366 Simmons River Road, Rock, WV, 24747","-81.2511024, 37.3473785"
Mercer,Spanishburg School,Po Box 7 ,Spanishburg,25922,"Po Box 7 , Spanishburg, WV, 25922","-81.1030573, 37.4786642"
Mercer,Athens School,Po Box 568 ,Athens,24712,"Po Box 568 , Athens, WV, 24712","-81.00604899999999, 37.42475750000001"
Mercer,Princeton Middle School,300 N. Johnston Street ,Princeton,24740,"300 N. Johnston Street , Princeton, WV, 24740","-81.1045068, 37.3687344"
Mercer,Montcalm Elementary School,Rt 2 Box 35 ,Rock,24747,"Rt 2 Box 35 , Rock, WV, 24747","-81.19679, 37.406273"
Mercer,Bluefield Middle School,2002 Stadium Drive ,Bluefield,24701,"2002 Stadium Drive , Bluefield, WV, 24701","-81.2436322, 37.2494521"
Mercer,Memorial Primary,319  Memorial Avenue ,Bluefield,24701,"319  Memorial Avenue , Bluefield, WV, 24701","-81.2097371, 37.2583355"
Mercer,Bluefield Intermediate,1301 Southview Drive ,Bluefield,24701,"1301 Southview Drive , Bluefield, WV, 24701","-81.23238429999999, 37.2431432"
Mercer,Lashmeet/Matoaka School,Po  Box 408 ,Matoaka,24736,"Po  Box 408 , Matoaka, WV, 24736","-81.30693149999999, 37.4780145"
Mercer,Mercer County Technical Education Center,1397 Stafford Drive ,Princeton,24740,"1397 Stafford Drive , Princeton, WV, 24740","-81.1046952, 37.3600179"
Mercer,Whitethorn Elementary School,1919 Maryland Avenue ,Bluefield,24701,"1919 Maryland Avenue , Bluefield, WV, 24701","-81.23070059999999, 37.249801"
Mercer,Ceres Elementary School,Rt 2  Box 189 ,Bluefield,24701,"Rt 2  Box 189 , Bluefield, WV, 24701",
Mercer,Princeton Senior High School,1321 Stafford Drive ,Princeton,24740,"1321 Stafford Drive , Princeton, WV, 24740","-81.09971039999999, 37.3606943"
Mercer,Straley Elementary School,810 Straley Avenue ,Princeton,24740,"810 Straley Avenue , Princeton, WV, 24740","-81.09446179999999, 37.3706849"
Mercer,Bluewell Elementary School,Rt 4  Box 480 ,Bluefield,24701,"Rt 4  Box 480 , Bluefield, WV, 24701",
Mercer,Bluefield High School,535 West Cumberland Road ,Bluefield,24701,"535 West Cumberland Road , Bluefield, WV, 24701","-81.217817, 37.248651"
Mercer,Oakvale School,2503 Goodwins Chapel Road ,Princeton,24740,"2503 Goodwins Chapel Road , Princeton, WV, 24740","-80.9547709, 37.3398449"
Mineral,Burlington Primary,10474 Patterson Creek Road,Burlington,26710,"10474 Patterson Creek Road, Burlington, WV, 26710","-78.91971319999999, 39.3343491"
Mineral,Mineral County Alternative School,89 Baker Place,Keyser,26726,"89 Baker Place, Keyser, WV, 26726","-78.9906196, 39.4297575"
Mineral,Elk Garden School,86 Elk Garden Highway,Elk Garden,26717,"86 Elk Garden Highway, Elk Garden, WV, 26717","-79.1522566, 39.3809314"
Mineral,Frankfort High School,393 Falcon Way,Ridgeley,26753,"393 Falcon Way, Ridgeley, WV, 26753","-78.8032197, 39.5477384"
Mineral,Frankfort Middle School,356 Golden Drive,Ridgeley,26753,"356 Golden Drive, Ridgeley, WV, 26753","-78.8038712, 39.5409756"
Mineral,New Creek Primary School,"PO Box 97, 85 New Creek School Road",New Creek,26743,"PO Box 97, 85 New Creek School Road, New Creek, WV, 26743","-79.0284095, 39.374188"
Mineral,Fort Ashby Primary School,44 Fort Ashby Primary School Road,Ft. Ashby,26719,"44 Fort Ashby Primary School Road, Ft. Ashby, WV, 26719","-78.7645086, 39.5052093"
Mineral,Mineral County Technical Center,981 Harley O. Staggers Drive ,Keyser,26726,"981 Harley O. Staggers Drive , Keyser, WV, 26726","-78.98466289999999, 39.4302781"
Mineral,Keyser Middle School,879 Harley O. Staggers Drive ,Keyser,26726,"879 Harley O. Staggers Drive , Keyser, WV, 26726","-78.98466289999999, 39.4302781"
Mineral,Keyser High School,328 One Tornado Way,Keyser,26726,"328 One Tornado Way, Keyser, WV, 26726","-79.0213966, 39.3996909"
Mineral,Frankfort Intermediate School,284 Intermediate Drive,Fort Ashby,26719,"284 Intermediate Drive, Fort Ashby, WV, 26719","-78.75754239999999, 39.508279"
Mineral,Wiley Ford Primary School,PO Box 20 ,Wiley Ford,26767,"PO Box 20 , Wiley Ford, WV, 26767","-78.7561222, 39.61679609999999"
Mineral,Fountain Primary School,289 Fountain School Road,Keyser,26726,"289 Fountain School Road, Keyser, WV, 26726","-78.9375829, 39.4222667"
Mineral,Keyser Primary School,1123 Harley O. Staggers Drive,Keyser,26726,"1123 Harley O. Staggers Drive, Keyser, WV, 26726","-78.9905764, 39.4244634"
Mingo,Williamson PK-8,Alderson Street ,Williamson,25661,"Alderson Street , Williamson, WV, 25661","-82.2726283, 37.6764793"
Mingo,Mingo Central Comprehensive High,1000 King Coal Highway,Delbarton,25670,"1000 King Coal Highway, Delbarton, WV, 25670","-82.0846054, 37.64188619999999"
Mingo,Mingo County Extended Learning Center,Rt. 2 Box 52-A,Delbarton,25670,"Rt. 2 Box 52-A, Delbarton, WV, 25670","-82.1566, 37.7339"
Mingo,Matewan Elementary School,100 Chambers Street ,Matewan,25678,"100 Chambers Street , Matewan, WV, 25678","-82.1559516, 37.6220631"
Mingo,Williamson High School,801 Alderson Street ,Williamson,25661,"801 Alderson Street , Williamson, WV, 25661","-82.2724733, 37.6772854"
Mingo,Gilbert Elementary,Rt. 52 Elementary School Dr. ,Gilbert,25621,"Rt. 52 Elementary School Dr. , Gilbert, WV, 25621","-81.88182359999999, 37.6186173"
Mingo,Gilbert High School,100 Lion Drive ,Gilbert,25621,"100 Lion Drive , Gilbert, WV, 25621","-81.9115556, 37.6358889"
Mingo,Burch Pk-6,Rt. 3 Box 4-B ,Delbarton,25670,"Rt. 3 Box 4-B , Delbarton, WV, 25670",
Mingo,Gilbert Middle School,100 Lion Drive ,Gilbert,25621,"100 Lion Drive , Gilbert, WV, 25621","-81.9115556, 37.6358889"
Mingo,Matewan PK-8,200 Tiger Lane ,Matewan,25678,"200 Tiger Lane , Matewan, WV, 25678",
Mingo,Mingo Career & Technical Center,Route 2 Box 52 A ,Delbarton,25670,"Route 2 Box 52 A , Delbarton, WV, 25670","-82.1769834, 37.6769637"
Mingo,Kermit Area School (K-8),Blue Devil Lane ,Kermit,25674,"Blue Devil Lane , Kermit, WV, 25674",
Mingo,Tug Valley High School,555 Panther Drive ,Williamson,25661,"555 Panther Drive , Williamson, WV, 25661","-82.3380208, 37.799081"
Mingo,Riverside Elementary School,5 Parkway Drive ,Williamson,25661,"5 Parkway Drive , Williamson, WV, 25661","-82.2882846, 37.6694947"
Mingo,Matewan High School,100 Tiger Lane ,Matewan,25678,"100 Tiger Lane , Matewan, WV, 25678",
Mingo,Dingess Elementary School,101 Schoolhouse Rd. ,Dingess,25671,"101 Schoolhouse Rd. , Dingess, WV, 25671","-82.1504999, 37.8544721"
Mingo,Burch High School,Rt. 2 Box 521-A ,Delbarton,25670,"Rt. 2 Box 521-A , Delbarton, WV, 25670",
Mingo,Lenore K-8 School,#1 Ranger Drive ,Williamson,25661,"#1 Ranger Drive , Williamson, WV, 25661","-82.289684, 37.797841"
Mingo,Burch PK-8,Rt. 2 Box 52-1a ,Delbarton,25670,"Rt. 2 Box 52-1a , Delbarton, WV, 25670","-82.1769834, 37.6769637"
Monongalia,Mason-Dixon  Elementary,7041 Mason Dixon Highway ,Blacksville,26521,"7041 Mason Dixon Highway , Blacksville, WV, 26521","-80.25351789999999, 39.7101137"
Monongalia,University High School,131 Baker`s Ridge Road ,Morgantown,26508,"131 Baker`s Ridge Road , Morgantown, WV, 26508","-79.9286664, 39.6878374"
Monongalia,Cheat Lake Elementary School,154 Crosby Road ,Morgantown,26508,"154 Crosby Road , Morgantown, WV, 26508","-79.8681733, 39.6529937"
Monongalia,Clay-Battelle High School,Drawer A ,Blacksville,26521,"Drawer A , Blacksville, WV, 26521","-80.2235649, 39.71975399999999"
Monongalia,North Elementary School,825 Chestnut Ridge Road ,Morgantown,26505,"825 Chestnut Ridge Road , Morgantown, WV, 26505","-79.9568398, 39.657972"
Monongalia,Eastwood Elementary School,677 201 St. Memorial Hwy,Morgantown,26505,"677 201 St. Memorial Hwy, Morgantown, WV, 26505","-79.9395488, 39.6539836"
Monongalia,South Middle School,500 East Parkway Drive ,Morgantown,26501,"500 East Parkway Drive , Morgantown, WV, 26501","-79.9550977, 39.612582"
Monongalia,Brookhaven Elementary School,1215 Baker Street ,Morgantown,26508,"1215 Baker Street , Morgantown, WV, 26508","-79.9050144, 39.6102152"
Monongalia,Mountaineer Middle School,991 Price Street ,Morgantown,26505,"991 Price Street , Morgantown, WV, 26505","-79.9464634, 39.6376357"
Monongalia,Skyview Elementary School,668 River Road ,Morgantown,26501,"668 River Road , Morgantown, WV, 26501","-79.98163699999999, 39.617116"
Monongalia,Technical Education Center,1000 Mississippi Street ,Morgantown,26501,"1000 Mississippi Street , Morgantown, WV, 26501","-79.9572338, 39.61121809999999"
Monongalia,Mountainview Elementary School,661 Greenbag Road ,Morgantown,26508,"661 Greenbag Road , Morgantown, WV, 26508","-79.94335199999999, 39.610532"
Monongalia,Morgantown High School,109 Wilson Avenue ,Morgantown,26501,"109 Wilson Avenue , Morgantown, WV, 26501","-79.9568666, 39.6239373"
Monongalia,Suncrest Primary,523 Junior Avenue ,Morgantown,26505,"523 Junior Avenue , Morgantown, WV, 26505","-79.97686709999999, 39.6599771"
Monongalia,Suncrest Middle School,360 Baldwin Street ,Morgantown,26505,"360 Baldwin Street , Morgantown, WV, 26505","-79.971042, 39.65255399999999"
Monongalia,Ridgedale Elementary School,1550 Goshen Road ,Morgantown,26508,"1550 Goshen Road , Morgantown, WV, 26508","-79.9403896, 39.5505097"
Monongalia,Westwood Middle School,670 River Road ,Morgantown,26501,"670 River Road , Morgantown, WV, 26501","-79.978433, 39.618401"
Monongalia,Mylan Park Elementary School,901 Mylan Park Lane ,Morgantown,26501,"901 Mylan Park Lane , Morgantown, WV, 26501","-80.03017559999999, 39.6424999"
Monroe,James Monroe High School,Rt. 1 Box 97-1-A James Monroe Drive,Lindside,24951,"Rt. 1 Box 97-1-A James Monroe Drive, Lindside, WV, 24951",
Monroe,Mountain View Elementary & Middle School,Mt. View Drive P.o. Box 620,Union,24983,"Mt. View Drive P.o. Box 620, Union, WV, 24983","-80.54463290000001, 37.5865358"
Monroe,Monroe County Vocational Center,"Route 1, Box 97 James Monroe Drive",Lindside,24951,"Route 1, Box 97 James Monroe Drive, Lindside, WV, 24951","-80.6580278, 37.4834722"
Monroe,Peterstown Middle School,108 College Drive ,Peterstown,24963,"108 College Drive , Peterstown, WV, 24963","-80.79153149999999, 37.4009168"
Monroe,Peterstown Elementary,36 College Drive ,Peterstown,24963,"36 College Drive , Peterstown, WV, 24963","-80.7928708, 37.4004768"
Morgan,Berkeley Springs High School,149 Concord Avenue ,Berkeley Springs,25411,"149 Concord Avenue , Berkeley Springs, WV, 25411","-78.2337718, 39.6169959"
Morgan,Warm Springs Intermediate School,575 Warm Springs Way ,Berkeley Springs,25411,"575 Warm Springs Way , Berkeley Springs, WV, 25411","-78.2021278, 39.6325933"
Morgan,Pleasant View Elementary School,10500 Martinsburg Road ,Hedgesville,25427,"10500 Martinsburg Road , Hedgesville, WV, 25427","-78.08067600000001, 39.609071"
Morgan,Greenwood Elementary School,8989 Winchester Grade Road ,Berkeley Springs,25411,"8989 Winchester Grade Road , Berkeley Springs, WV, 25411","-78.2215512, 39.4823331"
Morgan,Paw Paw High School,60 Pirate Circle ,Paw Paw,25434,"60 Pirate Circle , Paw Paw, WV, 25434","-78.4543655, 39.527622"
Morgan,Warm Springs Middle School,271 Warm Springs Way ,Berkeley Springs,25411,"271 Warm Springs Way , Berkeley Springs, WV, 25411","-78.205422, 39.6290323"
Morgan,Widmyer Elementary,10 Myers Road ,Berkeley Springs,25411,"10 Myers Road , Berkeley Springs, WV, 25411","-78.2363115, 39.6138121"
Morgan,Paw Paw Elementary School,60 Pirate Circle ,Paw Paw,25434,"60 Pirate Circle , Paw Paw, WV, 25434","-78.4543655, 39.527622"
Nicholas,Richwood High School,1 Valley Ave. ,Richwood,26261,"1 Valley Ave. , Richwood, WV, 26261","-80.53116729999999, 38.2229779"
Nicholas,Gauley River Elementary,100 School Street,Craigsville,26205,"100 School Street, Craigsville, WV, 26205","-80.6519961, 38.329149"
Nicholas,Summersville Middle School,40 Grizzly Rd ,Summersville,26651,"40 Grizzly Rd , Summersville, WV, 26651","-80.83027030000001, 38.322379"
Nicholas,Birch River Elementary School,379 Birch River Road ,Birch River,26610,"379 Birch River Road , Birch River, WV, 26610","-80.7483056, 38.4971667"
Nicholas,Panther Creek Elementary School,10068 Canvas Nettie Road P.o.box 39,Nettie,26681,"10068 Canvas Nettie Road P.o.box 39, Nettie, WV, 26681","-80.705536, 38.228907"
Nicholas,Summersville Elementary School,108 Mckees Creek Rd ,Summersville,26651,"108 Mckees Creek Rd , Summersville, WV, 26651","-80.856742, 38.278281"
Nicholas,Mt Lookout Elementary School,1945 Mt. Lookout Road ,Mt Lookout,26678,"1945 Mt. Lookout Road , Mt Lookout, WV, 26678","-80.87547289999999, 38.1566215"
Nicholas,Nicholas County Career/Technical Center,215 Milam Addition Rd ,Craigsville,26205,"215 Milam Addition Rd , Craigsville, WV, 26205","-80.64977309999999, 38.3273324"
Nicholas,Dixie Elementary School,Po Box 288 1988 Dixie Highway,Dixie,25059,"Po Box 288 1988 Dixie Highway, Dixie, WV, 25059","-81.192036, 38.254408"
Nicholas,Nicholas County High School,30 Grizzly Rd ,Summersville,26651,"30 Grizzly Rd , Summersville, WV, 26651","-80.8314911, 38.3216046"
Nicholas,Cherry River Elementary School,190 Riverside Drive ,Richwood,26261,"190 Riverside Drive , Richwood, WV, 26261","-80.5534124, 38.21897269999999"
Nicholas,Richwood Middle School,2 Valley Avenue ,Richwood,26261,"2 Valley Avenue , Richwood, WV, 26261","-80.53117600000002, 38.223092"
Nicholas,Zela Elementary School,165 Country Road ,Summersville,26651,"165 Country Road , Summersville, WV, 26651","-80.9508895, 38.2850748"
Nicholas,Mt Nebo Elementary School,Po Box 160 110 Schoolhouse Lane,Mt. Nebo,26651,"Po Box 160 110 Schoolhouse Lane, Mt. Nebo, WV, 26651","-80.8528935, 38.209111"
Nicholas,Glade Creek Elementary School,7950 Webster Road ,Summersville,26651,"7950 Webster Road , Summersville, WV, 26651","-80.8002546, 38.3194084"
Ohio,West Liberty Elementary School,745 Van Meter Way ,Wheeling,26003,"745 Van Meter Way , Wheeling, WV, 26003","-80.5982774, 40.1696903"
Ohio,Ritchie Elementary School,3700 Wood St ,Wheeling,26003,"3700 Wood St , Wheeling, WV, 26003","-80.7236073, 40.0447839"
Ohio,Madison Elementary School,91 Zane St ,Wheeling,26003,"91 Zane St , Wheeling, WV, 26003","-80.7335621, 40.0722792"
Ohio,Wheeling Middle School,35th and Chapline St ,Wheeling,26003,"35th and Chapline St , Wheeling, WV, 26003","-80.726417, 40.04786989999999"
Ohio,Bethlehem Elementary School,22 Chapel Rd ,Wheeling,26003,"22 Chapel Rd , Wheeling, WV, 26003","-80.691768, 40.0449589"
Ohio,Triadelphia Middle School,1636 National Rd ,Wheeling,26003,"1636 National Rd , Wheeling, WV, 26003","-80.67478059999999, 40.0600785"
Ohio,Woodsdale Elementary School,1 Bethany Pike ,Wheeling,26003,"1 Bethany Pike , Wheeling, WV, 26003","-80.6931554, 40.07729399999999"
Ohio,Steenrod Elementary School,100 Clarks Ln ,Wheeling,26003,"100 Clarks Ln , Wheeling, WV, 26003","-80.6762987, 40.0600323"
Ohio,Middle Creek Elementary School,579 Middle Creek Road ,Triadelphia,26059,"579 Middle Creek Road , Triadelphia, WV, 26059","-80.628945, 40.042719"
Ohio,Wheeling Park High School,1976 Park View Rd ,Wheeling,26003,"1976 Park View Rd , Wheeling, WV, 26003","-80.65454009999999, 40.0692047"
Ohio,Elm Grove Elementary School,85 Mil Acres Dr ,Wheeling,26003,"85 Mil Acres Dr , Wheeling, WV, 26003","-80.6513676, 40.0278732"
Ohio,Warwood School,150 Viking Dr ,Wheeling,26003,"150 Viking Dr , Wheeling, WV, 26003","-80.7012561, 40.114285"
Ohio,Bridge Street Middle School,19 Junior Ave ,Wheeling,26003,"19 Junior Ave , Wheeling, WV, 26003","-80.6624185, 40.0426087"
Pendleton,Brandywine Elementary School,11480 Blue Gray Trail P. O. Box 247,Brandywine,26802,"11480 Blue Gray Trail P. O. Box 247, Brandywine, WV, 26802","-79.243922, 38.627775"
Pendleton,Pendleton County Middle/High School,Po Box 40 409 Maple Avenue,Franklin,26807,"Po Box 40 409 Maple Avenue, Franklin, WV, 26807","-79.326016, 38.6507309"
Pendleton,Franklin Elementary School,67 South Branch Street Po Box 848,Franklin,26807,"67 South Branch Street Po Box 848, Franklin, WV, 26807","-79.3287455, 38.6456983"
Pendleton,North Fork Elementary School,"Po Box 186, 189 Price Way",Circleville,26804,"Po Box 186, 189 Price Way, Circleville, WV, 26804","-79.49135439999999, 38.6723225"
Pleasants,Mid Ohio Valley Technical Institute,2134 N Pleasants Highway ,St Marys,26170,"2134 N Pleasants Highway , St Marys, WV, 26170","-81.180206, 39.422841"
Pleasants,Pleasants County Middle School,510 Riverview Drive ,Belmont,26134,"510 Riverview Drive , Belmont, WV, 26134","-81.2634123, 39.3778543"
Pleasants,Belmont Elementary School,512 Riverview Drive ,Belmont,26134,"512 Riverview Drive , Belmont, WV, 26134","-81.26423299999999, 39.377906"
Pleasants,St. Marys High School,2330 N Pleasants Hwy,St Marys,26170,"2330 N Pleasants Hwy, St Marys, WV, 26170","-81.1797971, 39.4243966"
Pleasants,St. Marys Elementary School,317 Washington Street ,St Marys,26170,"317 Washington Street , St Marys, WV, 26170","-81.2029337, 39.3901719"
Pocahontas,Pocahontas County High School,"Route 1, Box 133a ",Dunmore,24934,"Route 1, Box 133a , Dunmore, WV, 24934",
Pocahontas,Marlinton Elementary School,926a Fifth Avenue ,Marlinton,24954,"926a Fifth Avenue , Marlinton, WV, 24954","-80.09247049999999, 38.2209011"
Pocahontas,Hillsboro Elementary School,"Hc 64, Box 399 ",Hillsboro,24946,"Hc 64, Box 399 , Hillsboro, WV, 24946",
Pocahontas,Marlinton Middle School,"Route 2, Box 52s ",Buckeye,24924,"Route 2, Box 52s , Buckeye, WV, 24924",
Pocahontas,Green Bank Elementary-Middle School,"Route 1, Box 5 ",Green Bank,24944,"Route 1, Box 5 , Green Bank, WV, 24944",
Preston,Terra Alta/East Preston School,1103 East State Avenue ,Terra Alta,26764,"1103 East State Avenue , Terra Alta, WV, 26764","-79.535485, 39.443038"
Preston,Rowlesburg School,46 Center Street ,Rowlesburg,26425,"46 Center Street , Rowlesburg, WV, 26425","-79.68640309999999, 39.35596839999999"
Preston,South Preston School,5258 South Preston Highway,Tunnelton,26444,"5258 South Preston Highway, Tunnelton, WV, 26444","-79.7716918, 39.3807731"
Preston,West Preston School,113 Eby School Road,Arthurdale,26520,"113 Eby School Road, Arthurdale, WV, 26520","-79.8118142, 39.496727"
Preston,Central Preston Middle School,500 Knight Drive ,Kingwood,26537,"500 Knight Drive , Kingwood, WV, 26537","-79.677836, 39.460035"
Preston,Fellowsville Elementary,139 Fellowsville School Rd ,Tunnelton,26444,"139 Fellowsville School Rd , Tunnelton, WV, 26444","-79.82287, 39.329611"
Preston,Bruceton School,P.o. Box 141 141 Morgantown Street,Bruceton Mills,26525,"P.o. Box 141 141 Morgantown Street, Bruceton Mills, WV, 26525","-79.64117300000001, 39.657253"
Preston,Aurora Elementary,125 Aurora School Road ,Aurora,26705,"125 Aurora School Road , Aurora, WV, 26705","-79.55032299999999, 39.323677"
Preston,Preston High School,400 Knight Drive ,Kingwood,26537,"400 Knight Drive , Kingwood, WV, 26537","-79.67795600000001, 39.46012"
Preston,Kingwood Elementary,207 S Price Street ,Kingwood,26537,"207 S Price Street , Kingwood, WV, 26537","-79.68647299999999, 39.4686049"
Putnam,Poca Middle School,P.o. Box 647 Route 62 South,Poca,25159,"P.o. Box 647 Route 62 South, Poca, WV, 25159","-81.81417549999999, 38.4722971"
Putnam,Hometown Elementary,P.o. Box 249 Route 62 North,Hometown,25109,"P.o. Box 249 Route 62 North, Hometown, WV, 25109","-81.8619197, 38.536232"
Putnam,George Washington Middle School,P.o. Box 660 Route 62 North,Eleanor,25070,"P.o. Box 660 Route 62 North, Eleanor, WV, 25070","-81.92128480000001, 38.5334092"
Putnam,Eastbrook Elementary School,1600 Bills Creek Road ,Winfield,25213,"1600 Bills Creek Road , Winfield, WV, 25213","-81.8664331, 38.4655985"
Putnam,Winfield Elementary,2 Wall Street ,Winfield,25213,"2 Wall Street , Winfield, WV, 25213","-81.89506820000001, 38.5307242"
